date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,weekday
2016-06-01,0.0,0.0,0.0,0.0,0.0,-0.02,-0.39,4.988,4.975,4.975,188742.22,177826.5,177826.5,2
2016-06-02,-0.005911347263057237,-0.009794397592287585,-0.003952574315823469,-0.007936549595736303,-0.04210652850201662,-0.02,-0.39,5.01,4.986000000000001,4.986000000000001,207718.62,185788.81,185788.81,3
2016-06-03,-0.0019782400121057075,0.0,0.003952574315823342,0.0,0.1878786454254003,0.02,0.4,5.04,4.996,4.996,244205.78,197794.85,197794.85,4
2016-06-06,0.003952574315823342,0.003929278139889557,0.0,0.001990050408010231,-0.3860898172558465,0.0,0.0,5.07,5.004,5.004,262183.4,197102.9,197102.9,0
2016-06-07,-0.0019743343037177405,-0.00589972212718816,-0.003952574315823469,-0.003984069014874459,-0.40670758401492846,-0.02,-0.39,5.062,5.0089999999999995,5.0089999999999995,215625.46,190147.91,190147.91,1
2016-06-08,-0.003960401216096794,-0.005934735519814578,-0.005958309583630635,-0.006006024060211699,0.2738487759346024,-0.02,-0.4,5.052,5.02,5.01,200450.86,194596.54,188110.3,2
2016-06-13,-0.01197619104671565,-0.01197619104671565,-0.02828471383858199,-0.022335953942063187,0.34301135967252055,-0.14,-2.79,5.018,5.013999999999999,4.999,201012.02,204365.32,192131.81,0
2016-06-14,-0.02028467117150589,-0.006042314455962698,0.012220111334775397,0.002051282770557361,-0.22432759507570493,0.06,1.23,4.992,5.016,4.995,182418.8,213312.29,191880.98,1
2016-06-15,0.0040899852515252876,0.012048338516174355,0.01207258123426924,0.0,0.08217058121172102,0.06,1.22,4.978,5.024,4.995,185114.56,223648.98,192821.35,2
2016-06-16,0.02020270731751947,0.005970166986503975,-0.004008021397538711,0.016260520871780326,-0.1900423552963772,-0.02,-0.4,4.9639999999999995,5.013,4.994,193515.48,204570.47,191270.43,3
2016-06-17,-0.006018072325563021,-0.003976148379639517,0.006006024060211728,0.0020140993717011856,0.12975250454894555,0.03,0.6,4.962,5.007,4.995,198578.48,199514.67,191381.61,4
2016-06-20,0.008016074988236125,0.0,-0.004000005333346017,-0.002014099371701145,-0.34962041731125904,-0.03,-0.6,4.984,5.001,4.995,178523.01,189767.51,188129.22,0
2016-06-21,-0.0019980026626729977,0.001990050408010231,-0.006030169026591188,0.0,0.5583488592349047,-0.03,-0.6,4.988,4.99,4.993,188320.39,185369.6,190891.93,1
2016-06-22,-0.008032171697264267,-0.007984074348220531,0.006030169026591231,-0.0020181641562371246,-0.6993091213268416,0.02,0.4,4.986000000000001,4.982,4.993,170950.84,178032.7,187065.95,2
2016-06-23,0.004024150299725548,0.0,-0.008048333182828372,-0.010152371464017962,0.9847974074590627,-0.04,-0.8,4.98,4.9719999999999995,4.9910000000000005,200329.11,196922.29,193535.1,3
2016-06-24,-0.006042314455962698,-0.002006018726865743,-0.010152371464017962,-0.006141268022082577,-0.23655145051613896,-0.05,-1.01,4.958,4.96,4.99,211676.76,205127.62,199862.08,4
2016-06-27,-0.014242356715543216,-0.004024150299725491,0.010152371464017908,0.0,-0.2861813222451912,0.05,1.02,4.95,4.967,4.9910000000000005,221982.92,200252.97,202309.14,0
2016-06-28,0.012220111334775397,0.0020140993717011856,0.0020181641562371953,0.006141268022082649,-0.045758020864550636,0.01,0.2,4.95,4.968999999999999,4.993,210257.38,199288.88,206300.59,1
2016-06-29,0.004040409537004906,0.025820699621742788,0.01600034134644112,0.010152371464017908,0.6659646534708339,0.08,1.61,4.96,4.973,4.999,256387.26,213669.05,218659.02,2
2016-06-30,0.01600034134644112,-0.009852296443011594,-0.003976148379639517,0.010050335853501506,-0.7007681686006538,-0.02,-0.4,4.974,4.977,4.995,227717.41,214023.26,209296.86,3
2016-07-01,-0.003976148379639517,0.0,0.003976148379639417,0.001998002662673058,-0.12674749310832012,0.02,0.4,5.002,4.98,4.994,208258.56,209967.66,204741.16,4
2016-07-04,0.001990050408010231,0.0176648361798053,0.017699577099400857,0.0019940186068644495,0.9576102678075178,0.09,1.79,5.038,4.994,4.998,250197.24,236090.08,212928.8,0
2016-07-05,0.01968567507103036,0.06222553696681609,0.0288204385354921,0.01776947051197544,0.5255446153084079,0.15,2.92,5.102,5.026,5.008,348753.42,279505.4,232437.5,1
2016-07-06,0.023122417420854212,-0.04105053983035741,-0.009514819641338507,0.007797310460031711,-0.5900138504736681,-0.05,-0.95,5.14,5.05,5.016,353485.65,304936.46,241484.58,2
2016-07-07,-0.005730674708985095,-0.003816798526700742,-0.0019138761822842757,0.0038759738446929397,-0.3708374254823184,-0.01,-0.19,5.18,5.077,5.025,370283.59,299000.5,247961.4,3
2016-07-08,-0.0019175461292717062,-0.0019138761822842757,-0.0038387763071656015,-0.003875973844692849,-0.25622351642679936,-0.02,-0.38,5.212000000000001,5.107,5.034,379580.78,293919.67,249523.64,4
2016-07-11,-0.0019212301778938213,0.007633624855071205,0.003838776307165667,0.007736982502152401,0.7970816789482263,0.02,0.39,5.23,5.1339999999999995,5.051,388426.87,319312.05,259782.51,0
2016-07-12,0.003838776307165667,0.02069688177115495,0.02272825107755609,-0.0038610086574595425,0.1663974706560442,0.12,2.3,5.242000000000001,5.172000000000001,5.071000000000001,358321.52,353537.47,276413.18,1
2016-07-13,0.024599159013367816,0.007421184337616826,-0.0037523496185503527,0.024834132037738394,-0.21030380389327974,-0.02,-0.38,5.26,5.2,5.087,368335.45,360910.55,287289.8,2
2016-07-14,-0.007504725654067693,-0.018657257604542815,-0.003766482795477005,-0.005676458004805191,-0.7149779553929136,-0.02,-0.38,5.276,5.228,5.103,358262.91,364273.25,289148.25,3
2016-07-15,0.0018814680997055703,0.005633817718256064,-0.0018885746878681362,0.0,0.03759225427405613,-0.01,-0.19,5.294,5.252999999999999,5.117,361396.26,370488.52,290228.09,4
2016-07-18,-0.007547205635382966,-0.009407407101895368,-0.0075901692666755964,-0.009532960658723525,-0.058283434478783286,-0.05,-0.94,5.3,5.265,5.13,313585.74,351006.31,293548.19,0
2016-07-19,-0.007604599385219304,-0.0075901692666755964,-0.0019065782705815315,-0.0057637047167499065,0.03623159154706098,-0.01,-0.19,5.28,5.261,5.144,251281.75,304801.63,292153.52,1
2016-07-20,-0.0019102202561192376,0.0019029501460860636,0.0019065782705814474,0.0038461585874780936,-0.0716553057976029,0.01,0.19,5.266,5.263,5.157,205855.17,287095.31,296015.88,2
2016-07-21,0.0019102202561192452,0.005687219120589514,0.0019029501460860636,0.0019175461292718545,-0.06744090479156693,0.02,0.38,5.257999999999999,5.267,5.172000000000001,201049.7,279656.31,289328.4,3
2016-07-22,0.005708864220319979,0.00753299230754523,0.0018993358036523157,0.0038240964384034758,0.3573331424635889,0.0,0.0,5.254,5.274,5.191,210354.69,285875.48,289897.57,4
2016-07-25,-0.003802285949738459,0.003745322730161892,0.013195290418832642,-0.0019102202561192376,0.18855884968612915,0.07,1.33,5.272,5.2860000000000005,5.21,232929.24,273257.49,296284.77,0
2016-07-26,0.015123161574220828,0.0055918132657779345,0.003738322110607158,0.01706202527672155,-0.21398677339791441,0.02,0.38,5.296,5.287999999999999,5.23,241859.07,246570.41,300053.94,1
2016-07-27,0.009337135995939917,0.012927234501459755,-0.0264665731881634,-0.03636764417087495,0.6310546658330184,-0.13,-2.43,5.29,5.278,5.239,298483.84,252169.51,306540.03,2
2016-07-28,-0.03402974858631137,-0.029797362804944695,0.0038240964384034758,0.005830920310793144,-0.5816331837043726,0.02,0.38,5.2860000000000005,5.272,5.25,315446.59,258248.15,311260.7,3
2016-07-29,0.007662872745569097,-0.005687219120589576,-0.0038240964384035057,0.0077220460939103185,-1.2220896684024494,-0.03,-0.57,5.276,5.265,5.2589999999999995,278975.03,244664.86,307576.69,4
2016-08-01,0.005708864220319979,0.028118066108771628,0.009532960658723466,0.007662872745569097,1.628628838621633,0.06,1.15,5.2620000000000005,5.267,5.266,296242.01,264585.62,307795.97,0
2016-08-02,0.0037878833169371563,-0.013023439886286736,0.007561472700576488,0.0019065782705814474,-0.5668865401075761,0.05,0.95,5.252000000000001,5.274,5.268,290895.38,266377.23,285589.43,1
2016-08-03,0.0,-0.00563381771825602,-0.007561472700576475,0.0019029501460860636,-0.3203249810556757,-0.04,-0.75,5.2620000000000005,5.276,5.27,228265.75,263374.8,275235.05,2
2016-08-04,-0.0018921481520378152,-0.0018850146957712238,0.0037878833169371563,0.0,-0.07775495857993224,0.01,0.19,5.272,5.279,5.273,205372.41,260409.5,270032.91,3
2016-08-05,0.0,0.0037664827954768648,0.0,0.0,0.18265942557230522,0.01,0.19,5.2860000000000005,5.281000000000001,5.278,226353.35,252664.19,269269.83,4
2016-08-08,0.0,0.007490671729157659,0.01314572921250273,-0.0038095284166676188,0.31839095003358137,0.06,1.13,5.303999999999999,5.2829999999999995,5.285,196532.39,246387.2,259822.34,0
2016-08-09,0.011299555253933247,0.009285117775679478,0.0018639334380627327,0.01327033692089661,0.1839396509527498,0.01,0.19,5.316,5.284,5.2860000000000005,211677.52,251286.45,248928.43,1
2016-08-10,0.007462721201589594,-0.001850139288161366,0.0,0.009372139828863252,-0.5577288884272772,-0.01,-0.19,5.336,5.2989999999999995,5.289,213356.62,220811.18,236490.35,2
2016-08-11,-0.003724399090982328,-0.001853568649323055,-0.011236073266925954,-0.011257154524634558,0.03977726488901874,-0.06,-1.12,5.34,5.306,5.289,218921.37,212146.89,235197.52,3
2016-08-12,-0.011257154524634558,-0.00371747640013242,0.01123607326692597,-0.003780722839905933,-0.018672149107754252,0.07,1.32,5.356,5.321000000000001,5.292999999999999,217682.68,222018.01,233341.44,4
2016-08-15,0.013121087962697276,0.025736714644049665,0.02027719243915088,0.013170463189745008,1.0399928419638214,0.11,2.05,5.38,5.3420000000000005,5.305,267613.7,232073.04,248329.33,0
2016-08-16,0.023920183717651835,0.01798609636978192,0.010889399799268097,0.022182055525974704,0.13641019036771415,0.07,1.28,5.414,5.365,5.32,322023.69,266850.61,266613.92,1
2016-08-17,0.003629768050578731,-0.01075279177626185,-0.0054298775943694,0.0018264845260345028,-0.7800986782580164,-0.03,-0.54,5.442,5.388999999999999,5.332999999999999,340031.95,276694.28,270034.54,2
2016-08-18,-0.0036297680505786127,-0.0018034269991506827,0.0018132371241807218,-0.0036563112031105433,-0.11033819459535041,0.02,0.36,5.484,5.412000000000001,5.346,351116.56,285018.97,272714.24,3
2016-08-19,0.0018165309263977853,0.008984786407815257,0.010810916104215676,0.0018298266770761572,0.33006514405821097,0.06,1.09,5.526,5.441,5.361000000000001,381351.26,299516.97,276090.58,4
2016-08-22,0.014414664002184748,0.007130154984591269,-0.01626052087178029,0.0,-0.1842783907371969,-0.09,-1.61,5.528,5.454,5.369,335576.9,301595.3,273991.25,0
2016-08-23,-0.01987418620708353,-0.014311514393255922,-0.0018231545615150252,-0.0036630077587370352,-0.3790302304231477,-0.01,-0.18,5.516,5.465,5.375,257872.68,289948.18,270617.32,1
2016-08-24,-0.00548949228477148,-0.014519311324453268,-0.014706147389695449,-0.012927234501459717,0.11166714969827371,-0.07,-1.28,5.494,5.468,5.3839999999999995,246949.68,293490.82,257151.0,2
2016-08-25,-0.012927234501459717,-0.014733231512984116,-0.014925650216675706,-0.022557347424074628,0.012091112800676438,-0.08,-1.48,5.454,5.468999999999999,5.388,242048.75,296582.65,254364.77,3
2016-08-26,-0.01309653891984568,-0.00371747640013242,0.003752349618550372,0.009460808504228889,-0.5056867614714775,0.02,0.38,5.406000000000001,5.466,5.394,201854.76,291603.01,256810.51,4
2016-08-29,0.005633817718256064,0.003717476400132352,0.003738322110607158,-0.0018850146957712238,0.021137479301890704,0.02,0.38,5.38,5.454,5.398,173270.17,254423.54,243248.29,0
2016-08-30,0.0018709079358116025,-0.005581409838195041,-0.007490671729157626,-0.0018885746878681362,-0.016696328288172513,-0.03,-0.56,5.348,5.432,5.399,161502.45,209687.56,238269.09,1
2016-08-31,-0.005623257554362008,-0.007490671729157626,-0.003766482795477005,-0.005687219120589576,0.2701327893397603,-0.02,-0.38,5.327999999999999,5.4110000000000005,5.4,153271.0,200110.34,238402.31,2
2016-09-01,-0.003766482795477005,-0.003766482795477005,-0.013295542481244501,-0.007633624855071095,0.372870704561704,-0.06,-1.13,5.31,5.382000000000001,5.397,159721.98,200885.36,242952.17,3
2016-09-02,-0.013295542481244501,-0.003780722839905933,0.005719748672786909,0.0,-0.41767298237803424,0.03,0.57,5.294,5.35,5.396,166320.72,184087.74,241802.35,4
2016-09-05,0.007619084476439358,0.011299555253933247,0.01134227660393451,0.009532960658723466,0.3089632973861683,0.05,0.95,5.2860000000000005,5.332999999999999,5.394,184010.38,178640.28,240117.79,0
2016-09-06,0.005676458004805342,0.024052963461786318,0.022305757514298186,0.005676458004805342,0.7820117731892247,0.13,2.45,5.31,5.329,5.397,254050.36,207776.4,248862.29,1
2016-09-07,0.027908788117076658,0.044690188957816616,0.02720022629915633,0.020542272300314107,0.6848048694861439,0.14,2.57,5.367999999999999,5.348,5.4079999999999995,410241.58,281756.29,287623.55,2
2016-09-08,0.025363678491854977,-0.02298951822469872,-0.007181359408664697,0.018315530306432976,-1.0948238465349318,-0.04,-0.72,5.432,5.371,5.42,424942.51,292332.25,294457.45,3
2016-09-09,-0.001790510773788233,0.017730960971231877,-0.0018034269991506827,0.00542987759436946,0.14226736063848683,-0.02,-0.36,5.4879999999999995,5.391,5.428999999999999,466017.48,316169.1,303886.06,4
2016-09-12,-0.01626052087178029,-0.026715747379047146,-0.0018066852249489244,-0.021898685307637573,0.09530253648233432,-0.02,-0.36,5.53,5.4079999999999995,5.431,502777.13,343393.76,298908.65,0
2016-09-13,0.009066245237753042,0.005400553180000289,-0.0036231923694203952,0.007352974305258733,-0.583488398104263,-0.02,-0.36,5.544,5.4270000000000005,5.43,452015.4,353032.88,281360.22,1
2016-09-14,-0.010889399799268206,-0.0072072384049492715,-0.001816530926397894,-0.0018331810816609605,-0.3763249099240057,0.0,0.0,5.526,5.447,5.428999999999999,293051.17,351646.37,275878.36,2
2016-09-19,0.005459522204898753,0.023236076680848008,0.02513597327154224,0.009132483563272474,0.875888469190352,0.13,2.36,5.544,5.4879999999999995,5.435,303598.65,364270.58,282577.97,0
2016-09-20,0.023319442345144423,-0.0017683470567420034,0.0,0.01264696170076739,-0.5569106214717182,0.01,0.18,5.564,5.526,5.438,272812.35,369414.92,276751.33,1
2016-09-21,-0.0017746233583684897,0.005295687574710282,-0.0071174677688639896,0.005371543801910849,-0.06306535712710264,-0.04,-0.71,5.577999999999999,5.553999999999999,5.444,232111.32,367444.23,273042.25,2
2016-09-22,-0.0035587226169939952,-0.005295687574710344,0.0,-0.003577821347883855,-0.08577391740697282,0.0,0.0,5.596,5.57,5.45,223738.63,337877.02,272826.71,3
2016-09-23,-0.0017841217935015538,0.0,0.0,0.0017905107737882938,-0.1139477647034203,0.0,0.0,5.6160000000000005,5.571000000000001,5.46,225521.41,259286.29,270521.29,4
2016-09-26,-0.003577821347883855,0.0,-0.027150989065950745,-0.027200226299156485,0.5741411985796137,-0.15,-2.68,5.577999999999999,5.561,5.466,209396.89,256497.77,274415.01,0
2016-09-27,-0.023573167718066803,-0.030550444198425366,0.0018331810816609117,-0.012951152347078006,-0.3288232877645733,0.01,0.18,5.542000000000001,5.553,5.472,208662.06,240737.21,278453.15,1
2016-09-28,0.00366300775873702,0.0,-0.009199696898423487,0.0055710450494554295,-0.7600393300242575,-0.04,-0.73,5.504,5.541,5.475,188322.56,210216.94,276805.35,2
2016-09-29,-0.01102952357549962,-0.0018264845260344098,0.0055299680094611755,0.0,0.19166732857440436,0.03,0.56,5.472,5.534,5.481,175377.52,199558.08,276295.48,3
2016-09-30,0.0,0.0018264845260345028,0.007326040092072881,0.0018501392881613734,-0.047675001224059196,0.05,0.92,5.4479999999999995,5.532,5.49,165270.7,195396.06,273521.21,4
2016-10-10,0.012856008101533955,0.01628995297926855,0.007272759329079657,0.007366515816762646,0.6746417226175551,0.05,0.91,5.462000000000001,5.52,5.504,151552.56,180474.72,272372.65,0
2016-10-11,0.007272759329079657,0.014260491219157017,0.012601426878003795,0.012762251613851071,-0.0030101505034381398,0.07,1.27,5.4879999999999995,5.515,5.521,153935.96,181299.01,275356.96,1
2016-10-12,0.01438873745209967,-0.008888947417246152,-0.007181359408664697,0.0018099552452396077,-0.6251094048713504,-0.04,-0.72,5.516,5.51,5.532,158028.47,173175.51,270309.87,2
2016-10-13,-0.01077209698191107,0.026433257068155646,0.02666824708216149,0.0,1.7942895774911432,0.15,2.7,5.568,5.52,5.545,276322.71,225850.12,281863.57,3
2016-10-14,0.02671574737904727,-0.008733679968754553,-0.005277057100843781,0.016143848371356205,-1.098201349606984,-0.03,-0.53,5.606,5.527,5.5489999999999995,301126.7,233198.7,246242.49,4
2016-10-17,-0.007054702979890038,-0.0035149421074446084,-0.017794063800467934,-0.01253373614725658,-0.02393637104295739,-0.1,-1.76,5.6160000000000005,5.539,5.55,303117.06,227334.81,241916.29,0
2016-10-18,-0.01605743689585875,0.003514942107444592,0.01955617879386716,0.0,-0.02887701206629757,0.12,2.16,5.6339999999999995,5.561,5.557,303925.14,228930.55,234833.88,1
2016-10-19,0.02311213987574862,0.005249355886143745,-0.0035273405179682992,0.016086137751624444,0.0020462180581696113,-0.02,-0.35,5.656000000000001,5.586,5.564,325314.14,241671.3,225944.12,2
2016-10-20,-0.00528635592314806,-0.0034965070587294257,-0.0017683470567420034,-0.005333345975362505,-0.2721817033268269,-0.02,-0.35,5.646,5.607,5.571000000000001,217663.29,246993.0,223275.54,3
2016-10-21,0.0,0.06606974751134669,0.03990121675218591,0.005333345975362382,1.8197941678960394,0.22,3.89,5.688,5.647,5.59,381763.12,341444.91,268420.48,4
2016-10-24,0.036430741624913554,-0.01486402263214928,0.006779686985378769,0.03141619623337913,-0.3001673063281165,0.05,0.85,5.757999999999999,5.687,5.604,492158.83,397637.95,289056.34,0
2016-10-25,0.00848181505590913,-0.003333336419758116,-0.011894787652149207,-0.006896579059060329,-0.5704638894198041,-0.07,-1.18,5.792000000000001,5.712999999999999,5.614,535789.71,419857.42,300578.22,1
2016-10-26,-0.013605652055778598,-0.013445580709351208,0.0,0.001728608900617689,-0.48520698157954667,0.0,0.0,5.83,5.742999999999999,5.627000000000001,545298.68,435306.41,304240.96,2
2016-10-27,0.0017108644036293876,0.001690617477907452,0.00851068966790883,0.0034482792789159236,0.16042533990302163,0.05,0.85,5.88,5.763,5.642,575007.96,396335.62,311092.87,3
2016-10-28,0.005115100666770409,0.021721823146835753,0.015139061215684087,0.010274062976185284,0.5446174334323244,0.09,1.52,5.902,5.795,5.6610000000000005,473869.23,427816.18,330507.44,4
2016-10-31,0.016863806052004944,-0.011637704080209598,-0.018534650216822466,-0.003412972596240069,-0.5967005818483219,-0.11,-1.84,5.894,5.8260000000000005,5.683,377994.56,435076.7,331205.75,0
2016-11-01,-0.015164570299045133,-0.005029348405001973,0.0033955890011383287,0.0,-0.43506073604085277,0.02,0.34,5.904,5.848,5.705,328777.37,432283.54,330607.04,1
2016-11-02,0.0,0.0067001925698195654,-0.003395589001138272,0.0034129725962399426,0.48202331683845734,-0.02,-0.34,5.91,5.87,5.728,337932.54,441615.61,341643.46,2
2016-11-03,-0.008525200823359617,-0.006700192569819562,-0.0017021280705304183,-0.01027406297618534,-0.12826737621932122,-0.01,-0.17,5.904,5.892,5.75,329944.01,452475.98,349734.49,3
2016-11-04,0.0034188067487856823,0.016667052485211643,0.013536585717533321,0.008569032725101587,0.5657599593690354,0.07,1.19,5.896,5.899,5.773,318234.46,396051.85,368748.38,4
