date,ture_value,l_1-N_[2]_b_102/200,per_b_102/200,l_1-N_[2]_opt_199/200,per_opt_199/200,last_199/200,last_per_199/200,overall_opt_199/200,overall_opt_per_199/200
2018-06-13,5.57,5.657924849360524,1.58%,5.65192901229946,1.47%,5.637466864576686,1.21%,5.637466864576686,1.21%
2018-06-14,5.61,5.622573571646955,0.22%,5.61600022378543,0.11%,5.600138735319093,0.18%,5.600138735319093,0.18%
2018-06-15,5.71,5.65437203650484,0.97%,5.648746000377236,1.07%,5.635234054708045,1.31%,5.635234054708045,1.31%
2018-06-19,5.730000000000001,5.773772672902435,0.76%,5.766106770237114,0.63%,5.747373508112366,0.30%,5.747373508112366,0.30%
2018-06-20,5.7,5.78144045915043,1.43%,5.77503717090987,1.32%,5.759556928506707,1.04%,5.759556928506707,1.04%
2018-06-21,5.68,5.729894266252886,0.88%,5.725986627910026,0.81%,5.716710237356234,0.65%,5.716710237356234,0.65%
2018-06-22,5.66,5.738647966504587,1.39%,5.7315375879144375,1.26%,5.714215877746956,0.96%,5.714215877746956,0.96%
2018-06-25,5.54,5.709878631806213,3.07%,5.703495690287273,2.95%,5.688213080258738,2.68%,5.688213080258738,2.68%
2018-06-26,5.42,5.594944970823276,3.23%,5.5881948236921435,3.10%,5.571812925761942,2.80%,5.571812925761942,2.80%
date,ture_value,l_1-N_[3]_b_67/500,per_b_67/500,l_1-N_[3]_opt_87/500,per_opt_87/500,last_499/500,last_per_499/500,overall_opt_499/500,overall_opt_per_499/500
2018-06-05,5.71,5.749015637852141,0.68%,5.742896481443298,0.58%,5.717633996706099,0.13%,5.717633996706099,0.13%
2018-06-06,5.65,5.749806976208639,1.77%,5.744687199140955,1.68%,5.723906975346922,1.31%,5.723906975346922,1.31%
2018-06-07,5.69,5.695620045115464,0.10%,5.689870715451064,0.00%,5.666268196444795,0.42%,5.666268196444795,0.42%
2018-06-08,5.59,5.74476226118418,2.77%,5.737957934223659,2.65%,5.709796263368997,2.14%,5.709796263368997,2.14%
2018-06-11,5.58,5.639368716129716,1.06%,5.633183904154835,0.95%,5.60769385573939,0.50%,5.60769385573939,0.50%
2018-06-12,5.61,5.61525557825294,0.09%,5.610703329565105,0.01%,5.592274045729381,0.32%,5.592274045729381,0.32%
2018-06-13,5.57,5.657924849360524,1.58%,5.65192901229946,1.47%,5.627214889161566,1.03%,5.627214889161566,1.03%
2018-06-14,5.61,5.622573571646955,0.22%,5.61600022378543,0.11%,5.5888872497824265,0.38%,5.5888872497824265,0.38%
2018-06-15,5.71,5.65437203650484,0.97%,5.648746000377236,1.07%,5.6257168790377925,1.48%,5.6257168790377925,1.48%
2018-06-19,5.730000000000001,5.773772672902435,0.76%,5.766106770237114,0.63%,5.733817346443,0.07%,5.733817346443,0.07%
2018-06-20,5.7,5.78144045915043,1.43%,5.77503717090987,1.32%,5.748540515730141,0.85%,5.748540515730141,0.85%
2018-06-21,5.68,5.729894266252886,0.88%,5.725986627910026,0.81%,5.710286870110675,0.53%,5.710286870110675,0.53%
2018-06-22,5.66,5.738647966504587,1.39%,5.7315375879144375,1.26%,5.701750436825675,0.74%,5.701750436825675,0.74%
2018-06-25,5.54,5.709878631806213,3.07%,5.703495690287273,2.95%,5.677502921291973,2.48%,5.677502921291973,2.48%
2018-06-26,5.42,5.594944970823276,3.23%,5.5881948236921435,3.10%,5.560087357804416,2.58%,5.560087357804416,2.58%
date,ture_value,l_1-N_[3]_b_67/1000,per_b_67/1000,l_1-N_[3]_opt_87/1000,per_opt_87/1000,last_999/1000,last_per_999/1000,overall_opt_999/1000,overall_opt_per_999/1000
2018-06-05,5.71,5.749015637852141,0.68%,5.742896481443298,0.58%,5.712436093446408,0.04%,5.712436093446408,0.04%
2018-06-06,5.65,5.749806976208639,1.77%,5.744687199140955,1.68%,5.719724842511764,1.23%,5.719724842511764,1.23%
2018-06-07,5.69,5.695620045115464,0.10%,5.689870715451064,0.00%,5.661448166238536,0.50%,5.661448166238536,0.50%
2018-06-08,5.59,5.74476226118418,2.77%,5.737957934223659,2.65%,5.703984101463825,2.04%,5.703984101463825,2.04%
2018-06-11,5.58,5.639368716129716,1.06%,5.633183904154835,0.95%,5.602460019343856,0.40%,5.602460019343856,0.40%
2018-06-12,5.61,5.61525557825294,0.09%,5.610703329565105,0.01%,5.588575901174412,0.38%,5.588575901174412,0.38%
2018-06-13,5.57,5.657924849360524,1.58%,5.65192901229946,1.47%,5.622142161400412,0.94%,5.622142161400412,0.94%
2018-06-14,5.61,5.622573571646955,0.22%,5.61600022378543,0.11%,5.583316508241106,0.48%,5.583316508241106,0.48%
2018-06-15,5.71,5.65437203650484,0.97%,5.648746000377236,1.07%,5.621031522210441,1.56%,5.621031522210441,1.56%
2018-06-19,5.730000000000001,5.773772672902435,0.76%,5.766106770237114,0.63%,5.7269887236938235,0.05%,5.7269887236938235,0.05%
2018-06-20,5.7,5.78144045915043,1.43%,5.77503717090987,1.32%,5.7430688466624,0.76%,5.7430688466624,0.76%
2018-06-21,5.68,5.729894266252886,0.88%,5.725986627910026,0.81%,5.707166182008838,0.48%,5.707166182008838,0.48%
2018-06-22,5.66,5.738647966504587,1.39%,5.7315375879144375,1.26%,5.695506885368297,0.63%,5.695506885368297,0.63%
2018-06-25,5.54,5.709878631806213,3.07%,5.703495690287273,2.95%,5.6722547249750965,2.39%,5.6722547249750965,2.39%
2018-06-26,5.42,5.594944970823276,3.23%,5.5881948236921435,3.10%,5.554236910467592,2.48%,5.554236910467592,2.48%
date,ture_value,l_1-N_[4]_b_87/200,per_b_87/200,l_1-N_[4]_opt_151/200,per_opt_151/200,last_199/200,last_per_199/200,overall_opt_199/200,overall_opt_per_199/200
2018-06-05,5.71,5.733507299344908,0.41%,5.725222500088098,0.27%,5.721879507871796,0.21%,5.721879507871796,0.21%
2018-06-06,5.65,5.746860974259634,1.71%,5.737907363960783,1.56%,5.734273156750392,1.49%,5.734273156750392,1.49%
2018-06-07,5.69,5.68412899010821,0.10%,5.675636934956376,0.25%,5.672218020390801,0.31%,5.672218020390801,0.31%
2018-06-08,5.59,5.716630411311803,2.27%,5.71034373089131,2.15%,5.707777838380088,2.11%,5.707777838380088,2.11%
2018-06-11,5.58,5.619019135465115,0.70%,5.612129269331739,0.58%,5.6093176113257694,0.53%,5.6093176113257694,0.53%
2018-06-12,5.61,5.627087817559839,0.30%,5.615389507032249,0.10%,5.610663713641678,0.01%,5.610663713641678,0.01%
2018-06-13,5.57,5.643762867536184,1.32%,5.635315017410305,1.17%,5.631921164036959,1.11%,5.631921164036959,1.11%
2018-06-14,5.61,5.596512581532292,0.24%,5.590344198882982,0.35%,5.587816511756841,0.40%,5.587816511756841,0.40%
2018-06-15,5.71,5.642036968069422,1.19%,5.634315082549415,1.33%,5.6311758825027285,1.38%,5.6311758825027285,1.38%
2018-06-19,5.730000000000001,5.73634524491763,0.11%,5.72999139346741,0.00%,5.72741172504253,0.05%,5.72741172504253,0.05%
2018-06-20,5.7,5.759649172560691,1.05%,5.752724955415356,0.92%,5.749885154814313,0.88%,5.749885154814313,0.88%
2018-06-21,5.68,5.7798402180617,1.76%,5.75945569325433,1.40%,5.751251074961183,1.25%,5.751251074961183,1.25%
2018-06-22,5.66,5.715950260641953,0.99%,5.706800568515286,0.83%,5.703151332989345,0.76%,5.703151332989345,0.76%
2018-06-25,5.54,5.6892473544396704,2.69%,5.682965282692498,2.58%,5.6803407982473715,2.53%,5.6803407982473715,2.53%
2018-06-26,5.42,5.5676646735769495,2.72%,5.560963813982389,2.60%,5.558246597324213,2.55%,5.558246597324213,2.55%
date,ture_value,l_1-N_[4]_b_87/500,per_b_87/500,l_1-N_[4]_opt_151/500,per_opt_151/500,last_499/500,last_per_499/500,overall_opt_499/500,overall_opt_per_499/500
2018-06-05,5.71,5.733507299344908,0.41%,5.725222500088098,0.27%,5.713628235755207,0.06%,5.713628235755207,0.06%
2018-06-06,5.65,5.746860974259634,1.71%,5.737907363960783,1.56%,5.72523686592891,1.33%,5.72523686592891,1.33%
2018-06-07,5.69,5.68412899010821,0.10%,5.675636934956376,0.25%,5.6638048114768225,0.46%,5.6638048114768225,0.46%
2018-06-08,5.59,5.716630411311803,2.27%,5.71034373089131,2.15%,5.701348359346877,1.99%,5.701348359346877,1.99%
2018-06-11,5.58,5.619019135465115,0.70%,5.612129269331739,0.58%,5.602274266005501,0.40%,5.602274266005501,0.40%
2018-06-12,5.61,5.627087817559839,0.30%,5.615389507032249,0.10%,5.5989924639819115,0.20%,5.5989924639819115,0.20%
2018-06-13,5.57,5.643762867536184,1.32%,5.635315017410305,1.17%,5.623592187058737,0.96%,5.623592187058737,0.96%
2018-06-14,5.61,5.596512581532292,0.24%,5.590344198882982,0.35%,5.581449988303572,0.51%,5.581449988303572,0.51%
2018-06-15,5.71,5.642036968069422,1.19%,5.634315082549415,1.33%,5.623352400752456,1.52%,5.623352400752456,1.52%
2018-06-19,5.730000000000001,5.73634524491763,0.11%,5.72999139346741,0.00%,5.72099087405013,0.16%,5.72099087405013,0.16%
2018-06-20,5.7,5.759649172560691,1.05%,5.752724955415356,0.92%,5.742723433010813,0.75%,5.742723433010813,0.75%
2018-06-21,5.68,5.7798402180617,1.76%,5.75945569325433,1.40%,5.731122143580596,0.90%,5.731122143580596,0.90%
2018-06-22,5.66,5.715950260641953,0.99%,5.706800568515286,0.83%,5.694276501167231,0.61%,5.694276501167231,0.61%
2018-06-25,5.54,5.6892473544396704,2.69%,5.682965282692498,2.58%,5.673561908070811,2.41%,5.673561908070811,2.41%
2018-06-26,5.42,5.5676646735769495,2.72%,5.560963813982389,2.60%,5.55149523981366,2.43%,5.55149523981366,2.43%
date,ture_value,l_1-N_[4]_b_87/1000,per_b_87/1000,l_1-N_[4]_opt_151/1000,per_opt_151/1000,last_999/1000,last_per_999/1000,overall_opt_999/1000,overall_opt_per_999/1000
2018-06-05,5.71,5.733507299344908,0.41%,5.725222500088098,0.27%,5.709532562822807,0.01%,5.709532562822807,0.01%
2018-06-06,5.65,5.746860974259634,1.71%,5.737907363960783,1.56%,5.720706494536489,1.25%,5.720706494536489,1.25%
2018-06-07,5.69,5.68412899010821,0.10%,5.675636934956376,0.25%,5.659646889168419,0.53%,5.659646889168419,0.53%
2018-06-08,5.59,5.716630411311803,2.27%,5.71034373089131,2.15%,5.69808767829092,1.93%,5.69808767829092,1.93%
2018-06-11,5.58,5.619019135465115,0.70%,5.612129269331739,0.58%,5.5987040063785605,0.34%,5.5987040063785605,0.34%
2018-06-12,5.61,5.627087817559839,0.30%,5.615389507032249,0.10%,5.593201218352002,0.30%,5.593201218352002,0.30%
2018-06-13,5.57,5.643762867536184,1.32%,5.635315017410305,1.17%,5.619491204525129,0.89%,5.619491204525129,0.89%
2018-06-14,5.61,5.596512581532292,0.24%,5.590344198882982,0.35%,5.5781979862554305,0.57%,5.5781979862554305,0.57%
2018-06-15,5.71,5.642036968069422,1.19%,5.634315082549415,1.33%,5.619416158677889,1.59%,5.619416158677889,1.59%
2018-06-19,5.730000000000001,5.73634524491763,0.11%,5.72999139346741,0.00%,5.717764395896762,0.21%,5.717764395896762,0.21%
2018-06-20,5.7,5.759649172560691,1.05%,5.752724955415356,0.92%,5.739057836963507,0.69%,5.739057836963507,0.69%
2018-06-21,5.68,5.7798402180617,1.76%,5.75945569325433,1.40%,5.721252512133131,0.73%,5.721252512133131,0.73%
2018-06-22,5.66,5.715950260641953,0.99%,5.706800568515286,0.83%,5.689960317919469,0.53%,5.689960317919469,0.53%
2018-06-25,5.54,5.6892473544396704,2.69%,5.682965282692498,2.58%,5.669975889043919,2.35%,5.669975889043919,2.35%
2018-06-26,5.42,5.5676646735769495,2.72%,5.560963813982389,2.60%,5.548111647406168,2.36%,5.548111647406168,2.36%
date,ture_value,l_1-N_[5]_b_78/200,per_b_78/200,l_1-N_[5]_opt_84/200,per_opt_84/200,last_199/200,last_per_199/200,overall_opt_199/200,overall_opt_per_199/200
2018-06-05,5.71,5.742374250889371,0.57%,5.74076155758824,0.54%,5.7259435601233095,0.28%,5.7259435601233095,0.28%
2018-06-06,5.65,5.749937689141727,1.77%,5.74846252182232,1.74%,5.734816758664446,1.50%,5.734816758664446,1.50%
2018-06-07,5.69,5.691481630888474,0.03%,5.68991753585537,0.00%,5.675522455204079,0.25%,5.675522455204079,0.25%
2018-06-08,5.59,5.722825350681718,2.38%,5.7215519219169515,2.35%,5.709934659390793,2.15%,5.709934659390793,2.15%
2018-06-11,5.58,5.627255307429571,0.85%,5.625835704980013,0.82%,5.612805427054605,0.59%,5.612805427054605,0.59%
2018-06-12,5.61,5.62492926136872,0.27%,5.62329067850048,0.24%,5.608066672386791,0.03%,5.608066672386791,0.03%
2018-06-13,5.57,5.65133092740822,1.46%,5.649759206779626,1.43%,5.6353270497890495,1.17%,5.6353270497890495,1.17%
2018-06-14,5.61,5.600721332115371,0.17%,5.599531761982861,0.19%,5.588677783113109,0.38%,5.588677783113109,0.38%
2018-06-15,5.71,5.648084976314749,1.08%,5.646647860519638,1.11%,5.63342281937184,1.34%,5.63342281937184,1.34%
2018-06-19,5.730000000000001,5.751987083770016,0.38%,5.7503616590145095,0.36%,5.735501538215622,0.10%,5.735501538215622,0.10%
2018-06-20,5.7,5.777413014741461,1.36%,5.775648737389512,1.33%,5.759343554678759,1.04%,5.759343554678759,1.04%
2018-06-21,5.68,5.754501297930552,1.31%,5.752519039597819,1.28%,5.734045168806728,0.95%,5.734045168806728,0.95%
2018-06-22,5.66,5.731306583676278,1.26%,5.72934676383427,1.23%,5.711376446983217,0.91%,5.711376446983217,0.91%
2018-06-25,5.54,5.687356338451419,2.66%,5.686311131934607,2.64%,5.676761634650242,2.47%,5.676761634650242,2.47%
2018-06-26,5.42,5.576345929922822,2.88%,5.574939519051411,2.86%,5.5620844064531365,2.62%,5.5620844064531365,2.62%
date,ture_value,l_1-N_[5]_b_78/500,per_b_78/500,l_1-N_[5]_opt_84/500,per_opt_84/500,last_499/500,last_per_499/500,overall_opt_499/500,overall_opt_per_499/500
2018-06-05,5.71,5.742374250889371,0.57%,5.74076155758824,0.54%,5.716016658491771,0.11%,5.716016658491771,0.11%
2018-06-06,5.65,5.749937689141727,1.77%,5.74846252182232,1.74%,5.725545394483953,1.34%,5.725545394483953,1.34%
2018-06-07,5.69,5.691481630888474,0.03%,5.68991753585537,0.00%,5.66584643900806,0.42%,5.66584643900806,0.42%
2018-06-08,5.59,5.722825350681718,2.38%,5.7215519219169515,2.35%,5.7022518937406526,2.01%,5.7022518937406526,2.01%
2018-06-11,5.58,5.627255307429571,0.85%,5.625835704980013,0.82%,5.604087280034728,0.43%,5.604087280034728,0.43%
2018-06-12,5.61,5.62492926136872,0.27%,5.62329067850048,0.24%,5.59763967832932,0.22%,5.59763967832932,0.22%
2018-06-13,5.57,5.65133092740822,1.46%,5.649759206779626,1.43%,5.625671602950718,1.00%,5.625671602950718,1.00%
2018-06-14,5.61,5.600721332115371,0.17%,5.599531761982861,0.19%,5.581495423506225,0.51%,5.581495423506225,0.51%
2018-06-15,5.71,5.648084976314749,1.08%,5.646647860519638,1.11%,5.624530135659283,1.50%,5.624530135659283,1.50%
2018-06-19,5.730000000000001,5.751987083770016,0.38%,5.7503616590145095,0.36%,5.7256408237974945,0.08%,5.7256408237974945,0.08%
2018-06-20,5.7,5.777413014741461,1.36%,5.775648737389512,1.33%,5.748284851842801,0.85%,5.748284851842801,0.85%
2018-06-21,5.68,5.754501297930552,1.31%,5.752519039597819,1.28%,5.721331044053372,0.73%,5.721331044053372,0.73%
2018-06-22,5.66,5.731306583676278,1.26%,5.72934676383427,1.23%,5.69940033954508,0.70%,5.69940033954508,0.70%
2018-06-25,5.54,5.687356338451419,2.66%,5.686311131934607,2.64%,5.670417945695784,2.35%,5.670417945695784,2.35%
2018-06-26,5.42,5.576345929922822,2.88%,5.574939519051411,2.86%,5.553556933561652,2.46%,5.553556933561652,2.46%
date,ture_value,l_1-N_[5]_b_78/1000,per_b_78/1000,l_1-N_[5]_opt_84/1000,per_opt_84/1000,last_999/1000,last_per_999/1000,overall_opt_999/1000,overall_opt_per_999/1000
2018-06-05,5.71,5.742374250889371,0.57%,5.74076155758824,0.54%,5.711117781501514,0.02%,5.711117781501514,0.02%
2018-06-06,5.65,5.749937689141727,1.77%,5.74846252182232,1.74%,5.720907026273704,1.25%,5.720907026273704,1.25%
2018-06-07,5.69,5.691481630888474,0.03%,5.68991753585537,0.00%,5.661056130469998,0.51%,5.661056130469998,0.51%
2018-06-08,5.59,5.722825350681718,2.38%,5.7215519219169515,2.35%,5.6984977064870925,1.94%,5.6984977064870925,1.94%
2018-06-11,5.58,5.627255307429571,0.85%,5.625835704980013,0.82%,5.599785448928827,0.35%,5.599785448928827,0.35%
2018-06-12,5.61,5.62492926136872,0.27%,5.62329067850048,0.24%,5.5923899153890595,0.31%,5.5923899153890595,0.31%
2018-06-13,5.57,5.65133092740822,1.46%,5.649759206779626,1.43%,5.620912490276396,0.91%,5.620912490276396,0.91%
2018-06-14,5.61,5.600721332115371,0.17%,5.599531761982861,0.19%,5.577982518125856,0.57%,5.577982518125856,0.57%
2018-06-15,5.71,5.648084976314749,1.08%,5.646647860519638,1.11%,5.620123193446333,1.57%,5.620123193446333,1.57%
2018-06-19,5.730000000000001,5.751987083770016,0.38%,5.7503616590145095,0.36%,5.720813286081575,0.16%,5.720813286081575,0.16%
2018-06-20,5.7,5.777413014741461,1.36%,5.775648737389512,1.33%,5.742761076840335,0.75%,5.742761076840335,0.75%
2018-06-21,5.68,5.754501297930552,1.31%,5.752519039597819,1.28%,5.714912554107889,0.61%,5.714912554107889,0.61%
2018-06-22,5.66,5.731306583676278,1.26%,5.72934676383427,1.23%,5.693525477984016,0.59%,5.693525477984016,0.59%
2018-06-25,5.54,5.687356338451419,2.66%,5.686311131934607,2.64%,5.6672994358737965,2.30%,5.6672994358737965,2.30%
2018-06-26,5.42,5.576345929922822,2.88%,5.574939519051411,2.86%,5.549382702751734,2.39%,5.549382702751734,2.39%
date,ture_value,l_1-N_[6]_b_45/200,per_b_45/200,l_1-N_[6]_opt_59/200,per_opt_59/200,last_199/200,last_per_199/200,overall_opt_199/200,overall_opt_per_199/200
2018-06-05,5.71,5.751108924270016,0.72%,5.7445576967813015,0.61%,5.724028000493625,0.25%,5.724028000493625,0.25%
2018-06-06,5.65,5.74957102206153,1.76%,5.744527353989156,1.67%,5.728696047769313,1.39%,5.728696047769313,1.39%
2018-06-07,5.69,5.696234969101196,0.11%,5.690517269522817,0.01%,5.672367639281463,0.31%,5.672367639281463,0.31%
2018-06-08,5.59,5.739268887936212,2.67%,5.73310698311711,2.56%,5.713635906096166,2.21%,5.713635906096166,2.21%
2018-06-11,5.58,5.636532620753371,1.01%,5.630475226915251,0.90%,5.611608089728837,0.57%,5.611608089728837,0.57%
2018-06-12,5.61,5.61741259809283,0.13%,5.612587851475934,0.05%,5.597505075236358,0.22%,5.597505075236358,0.22%
2018-06-13,5.57,5.6585973789324955,1.59%,5.652665223113364,1.48%,5.633745960807366,1.14%,5.633745960807366,1.14%
2018-06-14,5.61,5.615772647951334,0.10%,5.610036924594154,0.00%,5.591928400733654,0.32%,5.591928400733654,0.32%
2018-06-15,5.71,5.654560398160011,0.97%,5.648815354289088,1.07%,5.630856405110699,1.39%,5.630856405110699,1.39%
2018-06-19,5.730000000000001,5.772711795249538,0.75%,5.764524497081923,0.60%,5.739041155636976,0.16%,5.739041155636976,0.16%
2018-06-20,5.7,5.785106199127104,1.49%,5.777631666023276,1.36%,5.75470267409448,0.96%,5.75470267409448,0.96%
2018-06-21,5.68,5.73229000794132,0.92%,5.728092254470381,0.85%,5.715005516633827,0.62%,5.715005516633827,0.62%
2018-06-22,5.66,5.74226119881053,1.45%,5.735291857764406,1.33%,5.712411886348669,0.93%,5.712411886348669,0.93%
2018-06-25,5.54,5.69894337598141,2.87%,5.694167512002666,2.78%,5.678987262881332,2.51%,5.678987262881332,2.51%
2018-06-26,5.42,5.591126848663931,3.16%,5.584632646999291,3.04%,5.564217841678987,2.66%,5.564217841678987,2.66%
date,ture_value,l_1-N_[6]_b_45/500,per_b_45/500,l_1-N_[6]_opt_59/500,per_opt_59/500,last_499/500,last_per_499/500,overall_opt_499/500,overall_opt_per_499/500
2018-06-05,5.71,5.751108924270016,0.72%,5.7445576967813015,0.61%,5.715097777003555,0.09%,5.715097777003555,0.09%
2018-06-06,5.65,5.74957102206153,1.76%,5.744527353989156,1.67%,5.721784583450792,1.27%,5.721784583450792,1.27%
